Date,Close,High,Low,Open,Volume,ma7,ma21,26ema,12ema,ema,MACD,20sd,upper_band,lower_band,momentum,Fourier,ARIMA,labels
2016-01-04,37.745628356933594,37.88280614917509,37.15417426243283,37.88280614917509,67382000,,,,,,,,,,,,,37.84950256347656
2016-01-05,37.84950256347656,38.230715435307125,37.55725655193813,37.97723837695371,45216000,,,,,,,,,,,,,37.74015808105469
2016-01-06,37.74015808105469,38.058250064306186,37.17703751408546,37.29483082128481,48206000,,,,,,,,,,,,,36.829124450683594
2016-01-07,36.829124450683594,37.54035885260937,36.54483014678955,37.10198979972807,63132000,,,,,,,,,,,,,36.327632904052734
2016-01-08,36.327632904052734,37.28240562671428,36.22872353272236,37.167096047171825,47506000,,,,,,,,,,,,,36.43498992919922
2016-01-11,36.43498992919922,36.53489280105112,35.76351795084228,36.379324015634126,50896000,,,,,,,,,,,,,37.044830322265625
2016-01-12,37.044830322265625,37.19393761099525,36.601986755959494,36.816698673200165,46816000,,,,,,,,,,,,,35.76401138305664
2016-01-13,35.76401138305664,37.42554774206785,35.62534335822477,37.24363625541906,51728000,,,,,,,,,,,,,36.35149002075195
2016-01-14,36.35149002075195,36.773955614695716,35.03985628189715,36.00606180199163,55558000,,,,,,,,,,,,,35.312721252441406
2016-01-15,35.312721252441406,35.99214493572487,34.86639667706251,35.287868774025114,76676000,,,,,,,,,,,,,35.739654541015625
2016-01-19,35.739654541015625,36.0512888195153,35.28090755710639,35.79283671684223,48724000,,,,,,,,,,,,,35.71381378173828
2016-01-20,35.71381378173828,36.1308113521903,34.1839871958535,35.08458424572661,82440000,,,,,,,,,,,,,36.11689758300781
2016-01-21,36.11689758300781,36.6636179971078,35.34353575489925,35.79383431359911,51938000,,,,,,,,,,,,,37.05079650878906
2016-01-22,37.05079650878906,37.20487505765268,36.804277656128114,36.87882751143436,47146000,,,,,,,,,,,,,36.46232223510742
2016-01-25,36.46232223510742,37.398707740811155,36.40665632750343,36.97027743394945,45340000,,,,,,,,,,,,,36.47077178955078
2016-01-26,36.47077178955078,36.752582351099335,36.13180508017503,36.541351460452894,30940000,,,,,,,,,,,,,35.665103912353516
2016-01-27,35.665103912353516,36.575142875672555,35.459833990017145,36.575142875672555,42428000,,,,,,,,,,,,,37.19194793701172
2016-01-28,37.19194793701172,37.33409318448599,36.31222182263475,36.68946073315414,62104000,,,,,,,,,,,,,37.84056091308594
2016-01-29,37.84056091308594,38.027439874373954,36.98817094435491,37.22475486322593,75808000,,,,,,,,,,,,,38.30875015258789
2016-02-01,38.30875015258789,38.64771684859904,37.842047642883735,38.333102090946156,111522000,,,,,,,,,,,,,38.81272506713867
2016-02-02,38.81272506713867,40.275949600979494,38.797314560899544,39.786385423196855,135846000,,,,,,,,,,,,,37.245628356933594
2016-02-03,37.245628356933594,39.33559131136985,36.593537102743696,39.07962671443947,131114000,,,,,,,,,,,,,36.28389358520508
2016-02-04,36.28389358520508,37.039861675270885,35.914610182638135,37.007554212289854,104922000,,,,,,,,,,,,,34.97822189331055
2016-02-05,34.97822189331055,36.11937675907086,34.79830119101144,36.05874339138913,109556000,,,,,,,,,,,,,34.998104095458984
2016-02-08,34.998104095458984,35.01599833373914,33.89720459796212,34.17901515115241,89410000,,,,,,,,,,,,,34.842037200927734
2016-02-09,34.842037200927734,35.83309508252182,34.21976973452015,34.4409431176182,84300000,,,,,,,,,,,,,35.131797790527344
2016-02-10,35.131797790527344,35.94541866372737,35.05923493531072,35.37732689145108,60314000,,,,,,,,,,,,,35.10744857788086
2016-02-11,35.10744857788086,35.40367235121188,34.35347130994288,34.60943589150934,65004000,,,,,,,,,,,,,35.133792877197266
2016-02-12,35.133792877197266,35.58657513853406,34.869872761046985,35.398205947587485,46538000,,,,,,,,,,,,,35.668087005615234
2016-02-16,35.668087005615234,35.92852610634938,35.29730957819925,35.71828491504592,43444000,,,,,,,,,,,,,36.380313873291016
